STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,STAT_DIV_TAX,Overall statutory tax rates on dividend income,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,GRC,Greece,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2023,,25.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2000,,56.494321,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2001,,55.971717,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2002,,55.412617,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2003,,54.733135,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2004,,54.733135,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2005,,54.733135,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2006,,53.076909,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2007,,53.077204,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2008,,41.456901,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2009,,37.830721,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2010,,37.830721,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2011,,37.830721,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2012,,37.830721,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2013,,37.813829,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2014,,37.813829,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2015,,37.813829,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2016,,37.814948,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2017,,37.813403,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2018,,37.813829,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2019,,37.813829,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2020,,38.72062,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2021,,37.593702,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2022,,37.594855,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,CHE,Switzerland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2023,,37.555998,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2000,,44,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2001,,38.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2002,,38.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2003,,37.95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2004,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2005,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2006,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2007,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2008,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2009,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2010,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2011,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2012,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2013,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2014,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2015,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2016,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2017,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2018,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2019,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2020,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2021,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2022,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,POL,Poland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2023,,34.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2000,,63.150808,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2001,,61.905678,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2002,,58.400778,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2003,,57.035122,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2004,,54.12377,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2005,,55.921094,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2006,,55.86052,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2007,,55.86052,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2008,,53.447667,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2009,,54.1689,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2010,,54.1689,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2011,,58.6567,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2012,,60.7015,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2013,,66.322201,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2014,,66.322201,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2015,,66.322201,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2016,,64.384823,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2017,,69.816726,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2018,,56.726,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2019,,56.726,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2020,,55.13518,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2021,,52.74895,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2022,,51.0445,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,FRA,France,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2023,,51.0445,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2000,,52,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2001,,52,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2002,,52,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2003,,52,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2004,,51.25,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2005,,50.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2006,,48.25,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2007,,46.75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2008,,45.25,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2009,,44.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2010,,43.75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2011,,43,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2012,,47.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2013,,49,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2014,,50.02,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2015,,50.02,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2016,,49,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2017,,44.52,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2018,,48.41,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2019,,48.41,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2020,,48.41,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2021,,48.41,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2022,,48.41,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ISR,Israel,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2023,,48.41,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2000,,49.1445,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2001,,49.1445,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2002,,49.1445,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2003,,43.8915,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2004,,43.8915,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2005,,43.8915,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2006,,43.8915,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2007,,43.8915,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2008,,43.8915,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2009,,43.8915,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2010,,43.8915,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2011,,43.8915,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2012,,50.4925,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2013,,50.4925,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2014,,50.4925,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2015,,50.4925,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,BEL,Belgium,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2016,,51.8127,,A,,PC,Percentage,0,Units,,
